	GSM469508	GSM469509	GSM469510	GSM469511	GSM469512	GSM469513	GSM469514	GSM469515	GSM469516	GSM469517	GSM469518	GSM469519	GSM469520	GSM469521	GSM469522	GSM469523
COQ10B	4.643680202	4.707476803	6.814019579	5.491423893	6.341928501	5.236851906	5.589373548	4.937141719	5.867764871	6.076948672	5.27208067	5.289720389	5.411086388	5.008087275	5.147191623	4.554136555
COQ2	5.347552349	4.246214601	3.977057508	4.472869168	5.137114605	4.142143546	4.364025863	4.733747231	4.622577055	6.119749662	4.171207079	4.611409436	4.470875191	4.442281373	3.657278519	4.418706192
COQ3	3.169897152	3.065378441	2.813593925	3.637769172	3.018600622	3.040591837	3.042372302	3.032070635	3.641106891	3.020399542	3.227474851	3.200893059	2.994751564	3.038022909	3.041485875	3.043932742
COQ4	5.466106959	5.793169166	3.733281721	5.292362674	5.666737521	5.936055399	6.149858009	5.756380522	6.56781513	4.318601495	6.043817223	5.333363138	5.766912693	6.470851571	6.654928203	4.493751826
COQ6	2.499507151	2.360213583	2.327781796	2.319270877	2.302740204	2.305753794	2.301101868	2.306824203	2.333581147	2.463387986	2.286605227	2.297040784	2.298225186	2.308710887	2.307203397	2.075746938
COQ7	3.78266126	3.82531761	3.810747029	3.630987709	4.280287381	3.79615261	3.46489328	3.79126471	3.746125349	3.893454118	3.865397018	3.925869389	4.22419029	3.926285205	3.434449231	3.801534066
COQ9	5.197575064	5.303550605	4.335332013	4.579047073	5.252524415	5.433753972	5.318193461	5.609809095	6.12308768	5.29591657	5.374733319	5.135306808	5.563773321	5.999327055	5.31393398	5.085224673
CORIN	2.358837794	2.653351271	2.500695596	2.743592473	2.610970109	2.42733126	2.564737161	2.388249481	2.365391282	2.346262704	2.373760911	2.367009996	2.41435205	2.377971062	2.4670797	2.584047038
CORO1A	3.965903568	2.775238455	2.308580948	2.541022025	2.875028331	2.394971262	2.235581051	2.291651806	3.813731919	5.664501559	4.827898858	4.758020152	2.496372924	2.538216053	4.413802422	2.288325455
CORO1B	3.653725179	2.958643028	2.869481354	2.948052935	2.917653988	3.054527555	2.806365896	2.670322442	3.885753376	2.905617151	3.374617347	2.997720949	2.728583424	3.591604083	2.810747369	2.694009461
CORO1C	6.817551423	4.122389272	6.61070274	3.835805383	3.689922506	3.027677157	3.240994904	3.511372827	4.753766595	6.828349471	3.236514756	6.694916518	3.685690441	3.092195986	3.500874302	3.987829931
CORO2A	2.874517853	2.971698962	2.922387414	3.144803516	3.118919011	2.905178604	2.898722123	2.899133347	2.880004924	2.898834529	2.725173108	2.899925935	2.904468717	2.891381633	2.919485356	2.915206198
CORO2B	2.045764201	2.363383876	2.32570331	2.364106848	2.302127676	2.559785978	2.330612251	2.37373498	3.08714474	2.077141603	2.288196808	2.565932169	3.648513194	3.642497572	2.305442511	2.718194725
CORO7	4.277144321	3.892691485	4.074519928	4.078998061	3.571294391	4.683559784	3.873846579	4.561729753	4.575060128	3.485860041	4.360458717	4.184786634	3.887961016	4.497254127	4.943088966	4.148946579
CORT	3.483286771	4.634861338	4.727678369	4.507927925	4.030299731	3.932529771	4.003414271	3.802588557	3.587524947	3.44137236	3.722552681	3.645321554	3.812720831	3.63779031	3.997015139	3.972557342
COTL1	6.935867489	6.398449916	5.786353775	3.814531181	4.353957789	3.598112938	5.370777209	4.022908446	5.452423372	6.481686592	5.088486406	6.825702857	3.348276718	3.680488453	5.616725252	3.6475381
COX10	3.87821267	3.448470767	3.223243183	3.121012936	3.29264323	3.441961313	3.44110914	3.613566906	3.443504399	4.207416281	3.43103459	3.25521232	3.449286359	3.442715652	3.437783829	3.43800209
COX11	4.757768836	4.675231692	3.881179771	5.027725621	5.152876627	3.970244928	4.53434853	4.580748704	4.535287129	5.140023491	4.80484298	4.760382382	4.889079591	3.973546807	4.123059575	5.213435164
COX15	3.517400265	3.42560265	4.123162298	4.208721666	3.844976266	3.44058925	4.27673535	3.135997525	3.161405117	3.874844669	3.433110946	3.694105806	3.414807171	2.996928242	3.659165438	4.05181459
COX20	2.632465074	3.056682171	2.88874982	3.03646214	2.957651146	2.793463331	2.801742121	3.026704783	2.579522888	2.605639719	2.761974229	2.63552198	2.773236044	2.727265302	2.788060698	2.821753459
COX4I1	8.56756668	8.483877313	7.712975782	8.262063073	8.769652304	8.508147354	8.986567414	8.866973198	9.099889981	8.92244689	8.628976943	8.733931005	8.957587839	8.830672712	8.706918317	8.12712248
COX5A	8.826030551	9.402121408	9.284545715	8.738364776	9.39751344	8.561514532	9.07456625	8.860528892	9.466594311	9.2451451	8.610167259	8.910103533	8.895644567	8.931059937	8.932417352	8.127065532
COX5B	8.890302437	8.761682016	8.384033934	8.942369845	8.702302429	8.359570055	8.936085243	8.689398062	8.721480649	8.578011601	8.556411021	8.606099447	8.636436902	8.547160444	8.403345784	8.931531497
COX6A1	10.32559584	10.16259683	9.243717487	10.06926083	10.32963292	10.12354785	10.30905891	10.6371951	10.63959927	10.46104947	10.54788818	10.48872213	10.6196805	10.12411106	10.30772917	10.31700594
COX6A2	2.389601472	2.484072195	2.440882022	2.455965055	2.449528312	2.495328217	2.432369198	2.433395878	2.431238119	2.365969089	2.44265485	2.4036662	2.446901103	2.43762203	2.439256414	2.436037028
COX6B1	8.996785329	8.977446012	7.591459392	8.542402908	8.742011801	8.953864852	8.836298409	8.784372366	8.642049153	8.883771922	8.891812132	8.20266656	8.977796569	8.449653116	8.779700087	9.139627095
COX6C	9.400235554	8.929277733	9.270191766	9.766841241	9.561147241	8.974079347	9.949156053	9.323424981	9.864695251	9.370769881	9.247005031	9.612730066	9.5993138	9.638774208	9.071775821	9.762073657
COX7A1	2.51841925	2.764914225	2.571559944	2.750037697	2.571738833	2.536955867	2.890882365	2.506412577	2.48786058	2.424167247	2.566984541	2.488620547	2.527966231	2.499481922	2.524754671	2.544249959
COX7A2	9.05973702	8.51686065	8.67036614	9.038887986	8.964324806	9.004093268	8.652639454	9.201329715	9.296290544	9.682381321	8.980920892	8.744884775	9.129647443	8.230333051	9.032056619	9.462935816
COX7A2L	6.973977724	6.5204496	5.875809327	6.9947352	7.542165235	6.727107054	7.136546724	6.894410967	7.371135548	7.341558274	7.284972093	7.3100837	7.616199282	7.26663663	6.778580962	7.283377589
COX7B	8.426034344	8.123200755	8.44970679	8.79210286	8.93259395	7.679875129	8.664616235	8.596253056	8.817821934	8.77296447	8.370281484	8.879008152	8.480297704	8.150518358	8.181736242	8.640959624
COX7C	10.04552626	9.945490576	10.06915742	10.3156289	10.32440727	10.08953618	10.38724178	10.31060461	10.25275724	10.21041748	9.91325634	10.08667734	10.18071951	10.3680322	9.998381855	10.32411365
COX8A	9.078935898	7.910051331	7.168676264	8.070648389	8.20126386	9.352899477	8.448558731	8.943995863	9.088218545	9.132515854	9.092933485	8.916769359	9.138693232	9.102659552	8.841670717	8.966647968
CP	7.466406747	7.52037251	6.453813537	7.335821674	6.570890564	6.231834393	7.042834779	7.638555971	8.041741617	7.990131813	7.174129097	6.893539445	7.563688445	8.674848649	6.570055326	6.895535996
CPA1	2.450439513	3.034826419	2.898513799	2.704216537	2.61882179	2.506386559	2.563698797	2.46398654	2.420476152	2.420908158	2.464367737	2.418244127	2.508978821	2.46996797	2.649582657	2.545108648
CPA2	2.276126633	2.379927352	2.383856876	2.329013329	2.292376603	2.316813606	2.290311982	2.408448978	2.276656312	2.396062173	2.275450085	2.385456306	2.282743065	2.289671242	2.310299922	2.591568182
CPA3	2.831139275	2.79057978	2.817678312	2.490149937	3.001296333	2.387840213	4.575812518	3.115697418	3.43903373	3.425368808	2.529072833	5.927366271	3.662838932	2.435668139	5.022085765	5.639012586
CPA4	2.191742531	2.28963143	2.270341509	2.275708553	2.242013047	2.231280878	2.234818868	2.221797159	2.19784451	2.26163368	2.196845214	2.221016828	2.230507828	2.226664719	2.232051641	2.215967622
CPB1	2.310695085	2.460044842	2.483343315	2.442577887	2.444035115	2.378878026	2.421925309	2.366844306	2.31163086	2.293977933	2.353601359	2.313888554	2.383006009	2.3720489	2.376379259	2.387291373
CPB2	2.219041768	2.329353931	2.29813984	2.339359854	2.280587669	2.25583238	2.271117979	2.235676734	2.228978314	2.215394362	2.227353632	2.233171358	2.255218921	2.235267509	2.252774282	2.2971504
CPD	7.669241107	7.369611128	6.580697323	7.791432227	6.755482044	7.596818389	6.723511525	7.569550473	7.226888206	7.043669827	7.337708827	7.08406819	8.131286308	8.170356815	6.404194011	7.055964424
CPE	3.553206266	3.589581516	3.602473211	3.647405343	4.045178129	3.090724593	3.7125888	2.916351945	2.767619632	3.580351039	2.986132035	3.02664296	2.980729489	2.637949879	3.1198343	3.135496927
CPEB1	2.435527307	2.539517933	2.49452641	2.51174003	2.480370732	3.10450159	2.483947048	2.44849686	2.51975067	2.420060475	2.494960075	2.496633712	2.46456301	2.441225647	2.481858673	2.477342724
CPEB3	3.164940563	3.964196276	3.626602603	3.84911815	3.610712244	3.170937418	3.350573443	3.190734552	3.089793471	3.159482175	3.168110617	3.178010613	3.138629194	3.00686778	3.265374293	3.418469422
CPED1	2.73331719	2.67949119	2.812311463	2.63251894	2.643644278	2.604060057	2.598511354	2.583081348	2.547964597	2.499943959	2.571651323	2.521139458	2.604505435	2.559795915	2.59909726	2.877358991
CPLX2	2.497087496	2.951632537	2.662961426	2.768945847	2.690144687	2.599835781	2.694509007	2.568537598	2.563760672	2.47925588	2.547719618	2.503962268	2.591950052	2.555863449	2.597852079	2.662194103
CPLX3	3.279664218	3.86895505	3.630101013	3.734330866	3.565209556	4.049921331	3.72287865	3.533054128	3.363752574	3.175269419	3.608877177	3.354960952	3.636452957	3.523052995	3.973904982	3.539953573
CPM	3.86591756	4.566913858	4.072902693	4.228388124	4.049810189	3.909362728	4.017326743	3.726926701	3.36780659	3.493507683	3.808399903	3.685480087	3.860035343	3.881321626	3.925177435	4.233061732
CPN1	2.406071343	2.57435078	2.546829939	2.534125018	2.544856578	2.507079758	2.508916222	2.492418943	2.41197161	2.410248034	2.480575059	2.483851044	2.498295001	2.498430084	2.626247938	2.49748559
CPN2	2.799303112	3.936909405	3.479506058	3.587048397	3.328501715	2.982844907	3.296065004	2.904934329	2.812343462	2.762834482	2.943750426	2.79263413	2.975273722	2.888308809	3.027542619	3.100396378
CPNE1	3.281684825	2.698291851	3.105823634	2.873418798	2.639823803	3.415994122	3.010237296	3.589399604	2.432059214	3.795776519	3.162366597	2.887855617	3.03685881	3.025019319	3.017689714	3.030474665
CPNE3	6.968060217	5.414834611	6.556691106	6.584086014	6.152098861	5.468336482	7.168094844	6.550080978	7.339293571	6.267983055	6.763989782	6.568991069	6.667785337	6.945745065	6.565168485	6.750573423
CPNE6	2.285673966	2.317599279	2.303140556	2.308114507	2.321239355	2.293075777	2.369896963	2.267316381	2.286030061	2.273021549	2.254166443	2.265044724	2.300500043	2.29392303	2.305050952	2.319806536
CPNE7	2.478721228	2.883598659	2.848310763	2.833363296	2.713641655	3.292220773	2.816354972	2.79472651	2.810043137	2.771244549	2.797262305	2.786801563	2.894896129	2.793435474	2.90917339	2.824491601
CPOX	3.592487285	4.178130713	4.373686277	4.534127347	3.97508586	3.442846612	3.800440847	3.451574466	3.455078096	3.814424153	3.533521816	3.224551456	3.717215703	3.477527493	3.658423832	3.829564924
CPPED1	3.724795557	4.899906317	5.012255963	4.671877378	4.638010814	3.921417838	4.719310355	3.833710834	3.750319329	3.712950465	3.83956006	3.7939391	3.818294312	3.740454887	3.973816573	4.055333812
CPQ	4.551137892	3.253444883	3.710177884	3.707134832	3.73644533	3.622803475	3.663627795	3.823526928	3.668690397	4.365220196	3.627402338	3.734026062	3.908955073	3.929263769	3.487883019	3.694866686
CPS1	2.60299447	3.207265368	3.473212624	3.04064933	3.240973154	2.738642839	2.856200158	2.692184315	2.618873486	2.585829363	2.660907266	2.613426516	2.733235568	2.636408335	2.746039194	2.870546041
CPS1-IT1	2.871133475	3.35847188	3.255340017	3.53500521	3.42091333	3.056791034	3.371399964	2.956123601	2.869723754	2.783937514	2.951064408	3.110192857	3.009082816	2.86250148	3.127927703	3.325026882
CPSF1	2.265155475	2.33144497	2.30834175	2.758059719	2.319325428	2.286899346	2.297310278	2.270988728	2.266672922	2.253131237	2.259428873	2.277762895	2.292699605	2.280316818	2.285994004	2.310107892
CPSF4	2.833365093	2.750992191	2.724333628	2.922306514	2.769694233	3.548023689	2.82373823	2.887837042	2.80050806	3.326834068	3.50460067	2.681150853	2.837391761	3.458391128	2.396318525	2.96510746
CPSF6	4.979067164	4.911669886	3.727187799	4.573389025	4.656227918	3.924897427	3.998887577	4.717346493	5.680068402	5.215941438	4.697271532	4.704691569	4.650753756	4.92249218	4.593121701	3.781503253
CPSF7	3.965953302	3.184768649	2.984721021	3.335928626	3.243408672	4.160810534	3.752623784	3.890564871	3.911281612	3.637878751	3.765408395	3.80607213	3.498940174	3.938945817	3.125082235	4.015806043
CPT1A	6.584046764	5.879751163	6.221473862	5.37829289	5.747609638	5.905699241	6.206379904	6.05455542	5.885720004	5.978373236	6.096497356	5.881953332	6.055973518	5.896355791	5.919345566	5.409653518
CPT2	4.310985357	3.98243728	3.289911937	3.579382809	3.895241481	3.921813497	4.322280079	4.042279094	4.039591633	4.263383831	4.030595066	4.045639727	4.105199597	4.365540371	4.048849419	3.930012931
CPTP	3.742115417	3.810345915	3.995712147	3.973191919	3.329119516	4.981554267	3.489966265	3.975437469	4.347948138	3.797265549	3.883681109	3.647318966	4.328438777	4.682557112	4.333440425	2.863732125
CPVL	5.357182445	3.11731553	3.145343976	2.843538401	3.830213119	2.509683549	3.131979158	3.110795869	3.51821896	4.877878987	3.076850523	5.494736438	3.112913062	3.084366967	3.3008811	2.559883439
CR1	3.242463499	3.758997013	3.534378982	3.63390955	3.522003711	3.146511274	3.503494975	3.16725682	2.770472875	3.121531563	3.102205633	2.753339361	3.093290632	2.767101381	3.300281395	3.213956633
CR2	2.354666041	2.41378333	2.382596868	2.396939528	2.363584244	2.361893928	2.376284664	2.351732851	2.371287622	2.336203722	2.367542712	2.389041322	2.369275698	2.341965514	2.488752015	2.370620157
CRABP1	2.313256163	2.489734814	2.400737554	2.425168887	2.382318879	2.375212967	2.407444185	2.342241949	2.333461506	2.309394778	2.312568503	2.325908445	2.359773138	2.345745287	2.370000781	2.407206847
CRABP2	2.510061	2.624626497	2.533705885	2.617019342	2.531531083	2.548122533	2.558064629	2.541532507	2.498705049	2.511683477	2.51408744	2.501485241	2.539485527	2.544225058	2.539437413	2.59797256
CRADD	3.539506775	3.03794535	2.790670579	2.936151929	2.963702877	2.948516983	3.257368784	3.555662945	4.450392782	3.349296482	3.76651677	4.011441256	4.073065525	3.89401537	3.943610905	4.002041846
CRAT	4.193065936	5.556934662	4.279278154	4.295454809	4.278835571	5.024699359	4.283864047	4.228797192	5.006338947	4.340464254	4.232346676	3.779910985	4.238679104	4.263012043	4.125098956	4.089199235
CRB1	2.03339309	2.270961096	2.174962047	2.242222631	2.157516798	2.080677319	2.098731878	2.05473452	2.063515082	2.055954386	2.05673991	2.062554618	2.082424134	2.066228372	2.095601372	2.0847174
CRBN	4.004889294	4.01799805	4.225775822	4.126842552	4.55242268	4.266173807	4.681191651	4.553377702	3.88753274	4.216340991	4.250007275	4.0171651	4.671161817	4.267444987	4.217698284	4.323881217
CRCP	3.572755054	3.723491673	4.53045275	3.689554555	3.633294406	3.617189891	3.737547053	3.419567582	3.612790031	3.336821454	3.598409155	3.605150967	3.610310111	3.539684929	3.613033697	3.508581736
CRCT1	2.100970122	2.19097356	2.182008172	2.254370204	2.14833603	2.142262871	2.242785463	2.123418794	2.242589142	2.09558714	2.110466395	2.12164103	2.139156686	2.125839951	2.140132456	2.156440756
CREB1	3.062517262	4.340177052	4.630462782	4.581939011	3.770959253	3.496674351	4.216368451	3.402682898	3.076563752	3.380960285	3.39284643	3.125212844	3.432710679	3.194429516	3.539523237	3.853127104
CREB3	5.307949249	3.919637503	4.316322073	4.781684468	5.455183467	5.200194321	5.997244312	5.237778005	5.828199739	5.258529468	5.494594374	5.236713139	5.885948436	5.872933639	4.999098599	4.101791411
CREB3L1	4.495614245	4.925621634	4.516616088	4.485428839	4.475421273	5.297984342	4.824671618	4.81826463	4.807990094	4.329917575	4.419755825	4.105756359	4.409906227	5.848545583	4.423878424	3.708971039
CREB3L2	4.812894578	4.284349606	3.570009746	3.933785395	4.117102477	4.4766029	4.121637073	3.991841759	4.293552584	5.01535379	4.375137823	4.295863143	4.493928267	4.969402318	4.292827661	4.10314946
CREBBP	4.996728613	4.575227848	5.304006437	4.390321092	4.342307797	4.175512535	4.328786384	4.099129867	4.201136536	5.032473227	4.780014691	4.52163428	4.281415681	4.169369245	4.250856102	4.401199589
CREBL2	6.722895212	5.898709043	5.783004403	6.113400104	6.449658842	5.286176521	5.763592183	5.927475577	6.40939605	6.043642461	6.314520344	6.575855173	6.24541052	6.32009677	5.656864905	5.992040054
CREBZF	3.516632768	3.636672532	3.707236642	3.674403014	3.140290531	3.357210937	3.580380639	3.657542515	4.129090323	3.497175121	3.711283635	3.524069152	3.591148007	3.504134894	3.595585901	3.960664946
CREG1	7.84580477	7.041018009	7.942449362	6.771166247	6.620101442	5.991520984	6.109607609	6.617453889	6.816622468	7.790556034	6.671728775	7.381526755	6.797175863	7.179876833	5.68353943	6.393003927
CRELD1	2.737818489	2.629075698	2.622574072	3.220863706	2.60410972	2.596589403	2.597484582	2.578883826	2.574458549	2.433224633	2.567289576	2.587480157	2.593829983	2.589641932	2.592990455	2.601305123
CRELD2	5.682994635	5.524365913	5.303567182	5.242982163	5.658963559	5.672009554	5.676710902	6.139663961	6.558535853	5.911581738	5.837246179	5.488820907	5.678563699	6.309671651	5.32507699	4.920159986
CREM	4.603734398	5.863707219	6.866465858	4.627671284	4.694598961	4.223834195	4.633519608	4.453175941	4.513004285	6.76090696	4.162733011	6.948672916	4.231606706	3.762872674	4.536236689	4.520516672
CRH	2.455017893	3.241272853	2.603788693	2.627766377	2.527749433	2.529377213	2.527253216	2.490153217	2.399145154	2.382674411	2.473685917	2.519236992	2.512328255	2.528570692	2.581093883	2.529889878
CRHBP	2.304245464	2.543983063	2.479156953	2.573053125	2.500970371	2.382762011	2.481325508	2.34617024	2.292383497	2.318448718	2.359216416	2.290138863	2.372410636	2.33779472	2.397993252	2.390122246
CRHR1	2.39902468	2.591261641	2.546008947	2.639955281	2.535272014	2.522495992	2.571405041	2.498986178	2.484018731	2.426443624	2.462191379	2.490239634	2.510484629	2.519507608	2.602717999	2.526322649
CRHR2	2.557379959	2.648116291	2.604585533	2.630250583	2.573337297	2.57713635	2.586497472	2.567124141	2.499275304	2.473675297	2.522910246	2.571166655	2.583508919	2.575415662	2.577498217	2.782036066
CRIP1	9.876405558	10.15732005	7.457490862	10.05461319	10.15604469	10.16478586	10.6709506	10.08312617	10.51361989	8.832834982	10.40160775	10.45610716	10.12404296	10.35726612	10.31060461	8.945823806
CRIP2	3.998699115	3.699022591	3.210562299	3.677187786	3.777853562	3.7052335	4.079994291	4.104408949	5.258282024	4.422480836	4.953124017	4.277488806	4.515326458	5.35596147	4.326034054	3.185450586
